kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
wisata edukasi,Taman Pintar Yogyakarta,-7.8010466,110.3677697,"Taman Pintar Yogyakarta, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
wahana keluarga,Taman Remaja Surabaya,-7.252909,112.7519455,"Taman Remaja Surabaya, RW 04, Tambaksari, Surabaya, Jawa Timur, Jawa, Indonesia",Jawa Timur,Surabaya
wisata tematik,Taman Safari Prigen,-7.752837,112.667453,"Taman Safari Indonesia Prigen, Taman Safari, Jatiarjo, Pasuruan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pasuruan
kebun binatang,Taman Safari Indonesia Bogor,-6.7201709,106.9519528,"Taman Safari Indonesia, Jalan Alternatif Gunung Mas, Cisarua, Kab Bogor, Jawa Barat, Jawa, 16750, Indonesia",Jawa Barat,Kab Bogor
kebun binatang,Taman Satwa Banjarmasin,-3.3080067,114.6033845,"Taman Satwa Banjarmasin Bungas, Jalan Jahri Saleh, Sungai Jingah, Banjarmasin Utara, Banjarmasin, Kalimantan Selatan, Kalimantan, 70121, Indonesia",Kalimantan Selatan,Banjarmasin
kebun binatang,Kebun Binatang Cikembulan Garut,-7.0841178,107.9155195,"Taman Satwa Cikembulan

Kebun Binatang Cikembulan, Gang Melati, Cisaat, Neglasari, Kadungora, Garut, Jawa Barat, Jawa, 44152, Indonesia",Jawa Barat,Neglasari
wisata religi,Pura Tanah Lot Bali,-8.6212249,115.0868804,"Tanah Lot, Jalan Enjung Pura, Beraban, Tabanan, Bali, Nusa Tenggara, 82121, Indonesia",Bali,Tabanan
wisata tematik,Tebing Breksi Yogyakarta,-7.7814296,110.5049834,"Tebing Breksi, Alternatif Prambanan-Lemahbang, Sambirejo, Prambanan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55572, Indonesia",Daerah Istimewa Yogyakarta,Sleman
air terjun,Air Terjun Tegenungan,-8.5752294,115.2907014,"Tegenungan Blangsinga, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
wahana keluarga,The Jungle Bogor,-6.6344256,106.7954514,"The Jungle Adventure Water Park, Bogor Selatan, Bogor, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bogor
wahana keluarga,The Park Mall Solo,-7.5988732,110.8163039,"The Park Mall, Jalan Insinyur Soekarno, Grogol, Sukoharjo, Jawa Tengah, Jawa, 57552, Indonesia",Jawa Tengah,Sukoharjo
mall,Balikpapan Plaza,-1.2781938,116.8398348,"The Plaza Balikpapan, Jalan Jenderal Sudirman, Klandasan Ilir, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76121, Indonesia",Kalimantan Timur,Balikpapan
mall,Pakuwon Mall Jogja,-7.7582576,110.3994486,"TPB RRU Pakuwon Mall Jogja, Ring Road Utara, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55283, Indonesia",Daerah Istimewa Yogyakarta,Sleman
wisata edukasi,Trans Studio Bandung,-6.9247021,107.6360969,"Trans Studio Bandung, Jalan Cibangkong Lor, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia",Jawa Barat,Kota Bandung
wahana keluarga,Trans Studio Cibubur,-6.3746768,106.9023871,"Trans Studio Mall Cibubur, Jalan Jambore, RW 05, Pondok Ranggon, Cipayung, Jakarta Timur, Depok ᮓᮦᮕᮧᮊ᮪, Jawa Barat, Jawa, 16454, Indonesia",Jawa Barat,Jakarta Timur
mall,Trans Studio Mall Bandung,-6.9256414,107.6367469,"Trans Studio Mall, #289, Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40273, Indonesia",Jawa Barat,Kota Bandung
wahana keluarga,Trans Studio Makassar,-5.1588529,119.3940742,"Trans Studio Mall, Maccini Sombala, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Sulawesi Selatan,Makassar
mall,Tunjungan Plaza Surabaya,-7.2623869,112.739006,"Tunjungan Plaza, Jalan Mergoyoso, RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur, Jawa, 60011, Indonesia",Jawa Timur,Surabaya
wisata tematik,Upside Down World Bali,-8.7166321,115.2052139,"Upside Down World, Jalan Bypass Ngurah Rai, Pemogan, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80221, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
wisata religi,Vihara Avalokitesvara Banten,-6.030155,106.1492953,"Vihara Avalokitesvara, Jalan Masjid Agung Banten, Banten, Kasemen, Serang ᮞᮦᮛᮀ, Jawa, Indonesia",,Serang ᮞᮦᮛᮀ
wisata religi,Vihara Buddhagaya Watugong Semarang,-7.0864388,110.4095947,"Vihara Buddhagaya Watugong Semarang, Jalan Perintis Kemerdekaan, RW 09, Pudakpayung, Banyumanik, Kota Semarang, Jawa Tengah, Jawa, 50265, Indonesia",Jawa Tengah,Kota Semarang
wisata religi,Vihara Dhanagun Bogor,-6.6031623,106.7992338,"Vihara Dhanagun, Jalan Surya Kencana, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia",Jawa Barat,Bogor
wisata religi,Vihara Dharma Bhakti Jakarta,-6.144868,106.7805565,"Vihara Dharma Bhakti, Jalan Kusuma, RW 09, Wijaya Kusuma, Grogol Petamburan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11330, Indonesia",,Daerah Khusus ibukota Jakarta
wisata religi,Vihara Ekayana Arama Jakarta,-6.1777166,106.7784333,"Vihara Ekayana Arama, Jalan Mangga II, RW 08, Duri Kepa, Kebon Jeruk, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11430, Indonesia",,Daerah Khusus ibukota Jakarta
wisata kuliner,Soto Kadipiro Yogyakarta,-7.8006662,110.3462144,"Warung Soto Kadipiro, 33, Jalan Wates, Ngestiharjo, Kasihan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55182, Indonesia",Daerah Istimewa Yogyakarta,Bantul
wahana keluarga,Waterbom Bali,-8.7282927,115.170627,"Waterbom Bali, Gang Kingkong, Kuta, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
wahana keluarga,Waterboom Jakarta,-6.1132402,106.7490248,"Waterboom Jakarta 2, Jalan Marina Indah, RW 05, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
wahana keluarga,Jogja Bay Waterpark,-7.7472493,110.4189062,"Waterboom Jogja, Jalan Utara Stadion, Wedomartani, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55821, Indonesia",Daerah Istimewa Yogyakarta,Sleman
wahana keluarga,Waterboom Lippo Cikarang,-6.3316066,107.138407,"Waterboom Lippo Cikarang, Jalan Menteng Padma, Lippo Cikarang, Sukaresmi, Kab Bekasi, Jawa Barat, Jawa, 17550, Indonesia",Jawa Barat,Jawa
wisata edukasi,Museum Wayang Jakarta,-6.1348145,106.8125091,"Wayang Museum, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
bukit,Bukit Sekipan Tawangmangu,-7.667803,111.1442694,"Wisata Bukit Sekipan, Jalan Tawangmangu - Palaosan, Nglebak, Karanganyar, Jawa Tengah, Jawa, 57785, Indonesia",Jawa Tengah,Karanganyar
wisata tematik,Watu Goyang Bantul,-7.92706,110.4120656,"Wista watu goyang, Jalan Imogiri - Dlingo, Wukirsari, Imogiri, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55782, Indonesia",Daerah Istimewa Yogyakarta,Bantul
wahana keluarga,Wonderland Karawang,-6.326002,107.2901281,"Wonderland Adventure Waterpark Galuh Mas Karawang, Jalan Raya Galuhmas, Metropolis, Sukaharja, Karawang ᮊᮛᮝᮀ, Jawa Barat, Jawa, 41361, Indonesia",Jawa Barat,Karawang ᮊᮛᮝᮀ
mall,Pluit Village,-6.1162602,106.789693,"WonderMind Pluit Village, Jalan Pluit Indah Raya, RW 04, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14450, Indonesia",,Daerah Khusus ibukota Jakarta
