nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
Pantai Selong Belanak,-8.8700693,116.1607277,"Pantai Selong Belanak, batas Dusun Selong Belanak, Selong Belanak, Lombok Tengah, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Tengah
Pantai Seminyak,-8.6841122,115.1523646,"Pantai Seminyak, Seminyak, Kuta, Kuta Utara, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
Pantai Senggigi,-8.4982125,116.0453563,"Pantai Senggigi, Senggigi, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Barat
Pantai Siung,-8.1821587,110.6839762,"Pantai Siung, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Sulamadaha,0.8626597,127.3352817,"Pantai Sulamadaha, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate
Pantai Ternate,0.8626597,127.3352817,"Pantai Sulamadaha, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate
Pantai Sundak,-8.1471841,110.6080799,"Pantai Sundak, Sidoharjo, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Teluk Lombok,0.3774549,117.5599753,"Pantai Teluk Lombok, Kutai Timur, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Kutai Timur
Pantai Teluk Penyu,-7.7344586,109.0212913,"Pantai Teluk penyu, Jalan Penyu, RW 15 Kelurahan Cilacap, Cilacap, Kelurahan Cilacap Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, 53212, Indonesia",Jawa Tengah,Kelurahan Cilacap Kecamatan Cilacap
Pantai Tikus Emas,-1.8867156,106.175657,"Pantai Tikus Emas, Bangka, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Bangka
Pantai Timang,-8.1756475,110.6632846,"Pantai Timang, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Pantai Waisai,-0.4284786,130.8219783,"Pantai WTC (WAISAI TORANG CINTA), Waisai, Raja Ampat, Papua Barat Daya, Western New Guinea, 98482, Indonesia",Papua Barat Daya,Raja Ampat
Pasar Badung,-8.656297,115.2124235,"Pasar Badung, Dauh Puri Kangin, Denpasar Barat, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Pasar Baru,-6.164901,106.8334669,"Pasar Baru, Daerah Khusus ibukota Jakarta, Jawa, 10120, Indonesia",,Daerah Khusus ibukota Jakarta
Pasar Bersehati,1.4980107,124.8413311,"Pasar Bersehati, Boulevard 2, Calaca, Manado, Sulawesi Utara, Sulawesi, 95122, Indonesia",Sulawesi Utara,Manado
Pasar Mas,-8.5446439,115.2721291,"Pasar Desa Adat Mas Ubud, Jalan Kemuning, Mas, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Pasar Flamboyan,-0.0402083,109.3453369,"Pasar flamboyan, Jalan Gajah Mada, Benua Melayu Darat, Pontianak, Kalimantan Barat, Kalimantan, 71127, Indonesia",Kalimantan Barat,Pontianak
Pasar Ambon,-3.6937552,128.179026,"Pasar Gotong Royong, Jalan Yos Sudarso, Honipopu, Ambon, Maluku, 97123, Indonesia",Maluku,Ambon
Pasar Ikan Ambon,-3.6875401,128.1833998,"Pasar Ikan Arumbae, Pandan Kasturi, Rijali, Ambon, Maluku, 97127, Indonesia",Maluku,Ambon
Pasar Johar,-6.9721147,110.424762,"Pasar Johar, Jalan K.H. Agus Salim, RW 01, Kauman, Semarang Tengah, Kota Semarang, Jawa Tengah, Jawa, 50000, Indonesia",Jawa Tengah,Kota Semarang
Pasar Klewer,-7.5755013,110.8268372,"Pasar Klewer, Jalan Dokter Rajiman Widiodiningrat, Kauman, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
Pasar Kranggan,-7.7825017,110.3656896,"Pasar Kranggan, Jalan Poncowinatan, Cokrodiningratan, Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55233, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
Pasar Kumbasari,-8.6560993,115.2118033,"Pasar Kumbasari, Jalan Gajah Mada, Pemecutan, Denpasar Barat, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80231, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Pasar Bontang,0.1698676,117.4771783,"Pasar Lok Tuan Bontang, Jalan Kapal Selam, Lok Tuan, Bontang, Kalimantan Timur, Kalimantan, 75321, Indonesia",Kalimantan Timur,Bontang
Pasar Palangkaraya,-2.2081836,113.9370335,"Pasar Malam, Jalan Halmahera, Pahandut, Palangka Raya, Kalimantan Tengah, Kalimantan, 74874, Indonesia",Kalimantan Tengah,Palangka Raya
Pasar Rakyat Kendari,-3.9816193,122.5849864,"Pasar Rakyat Lapulu, Jalan Setia Budi, Poasia, Kendari, Sulawesi Tenggara, Sulawesi, 93234, Indonesia",Sulawesi Tenggara,Kendari
Pasar Kuala Pembuang,-3.3865215,112.5528643,"Pasar SAIK, Jalan AIS Nasution, Wilayah RT.006 KP2, Kuala Pembuang Dua, Seruyan, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Seruyan
Pasar Santa,-6.2391928,106.8077643,"Pasar Santa, Jalan Robert Wolter Monginsidi, RW 06, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12180, Indonesia",,Daerah Khusus ibukota Jakarta
Pasar Seni Mataram,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram
Pasar Seni Cakranegara,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram
Pasar Seni Ampenan,-8.5659896,116.1270748,"Pasar Seni Sayang-Sayang, Jalan Jendral Sudirman, Lingk. Gegutu Timur, Kel. Karang Baru, Gegutu, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, 83124, Indonesia",Nusa Tenggara Barat,Mataram
Pasar Seni Sukawati,-8.5964842,115.2824354,"Pasar Seni Sukawati, Jalan Raya Sukawati, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
Pasar Tenggarong,-0.4142333,116.9908324,"Pasar Seni, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75514, Indonesia",Kalimantan Timur,Kutai Kartanegara
Pasar Sentral Makassar,-5.1289467,119.4151115,"Pasar Sentral Makassar, Jalan Agus Salim, Makassar Mall, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Sulawesi Selatan,Makassar
Pasar Sentral Kendari,-3.9937375,122.5145946,"Pasar Sentral Wua-Wua, Jalan M.T. Haryono, Bende, Kendari, Sulawesi Tenggara, Sulawesi, 93117, Indonesia",Sulawesi Tenggara,Kendari
Pasar Luwuk,-0.9562272,122.7896944,"Pasar Tani Tradisional, Jalan Ki Hajar Dewantara, Luwuk, Banggai, Sulawesi Tengah, Sulawesi, 94711, Indonesia",Sulawesi Tengah,Banggai
Pasar Sanggau,-0.0329966,110.1113959,"PASAR TAYAN, Jembatan Tayan, Pulau Tayan Utara, Tayan Hilir, Sanggau, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Sanggau
Pasar Tengah,0.3847201,109.9597377,"Pasar Tengah, Hilir Kantor, Ngabang, Landak, Kalimantan Barat, Kalimantan, 79357, Indonesia",Kalimantan Barat,Landak
Pasar Triwindu,-7.5691924,110.8225741,"Pasar Triwindu, Jalan Diponegoro, Kemlayan, Surakarta, Kecamatan Serengan, Jawa Tengah, Jawa, 57131, Indonesia",Jawa Tengah,Surakarta
Pasar Gianyar,-8.5425256,115.3270651,"Pasar Umum Gianyar, Jalan Berata, Gianyar, Bali, Nusa Tenggara, 85011, Indonesia",Bali,Gianyar
Pasar Celuk,-8.5964575,115.2832919,"Pasar Umum Sukawati, Jalan Raya Sukawati, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
Pasar Wakatobi,-5.7265845,123.8993053,"Pasar Waha, Jalan Raya, Waha, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Wakatobi
Bukit Batu Layar,-8.5303114,116.0785592,"Perum. Pesona Bukit Hijau, Dusun Teloke Laug, Desa Senteluk, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, 83111, Indonesia",Nusa Tenggara Barat,Lombok Barat
Planetarium Jakarta,-6.1901222,106.8391385,"Planetarium Jakarta, 73, Jalan Cikini Raya, RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10330, Indonesia",,Daerah Khusus ibukota Jakarta
Benteng Kuto Besak,-2.992422,104.7597918,"Plaza Benteng Kuto Besak, RW 06 Kel. 19 Ilir Kec. Bukit Kecil, Bukit Kecil, Palembang, Sumatera Selatan, Sumatera, 30251, Indonesia",Sumatera Selatan,Palembang
Plaza Indonesia,-6.1931372,106.8218714,"Plaza Indonesia, Jalan Kebon Kacang 30, RW 04, Kebon Kacang, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10350, Indonesia",,Daerah Khusus ibukota Jakarta
Plaza Renon,-8.6730243,115.2441066,"Plaza Renon, Raya Puputan, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80235, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Pantai Ciputih,-6.7007006,105.5495308,"Pondok Pantai Ciputih, Jalan Taman Nasional Ujung Kulon, Tanjungsari, Cihonje, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang
Pulau Adonara,-8.318462,123.1657963,"Pulau Adonara, Flores Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Flores Timur
Pulau Alor,-8.2911448,124.7777164,"Pulau Alor, Alor, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Alor
Pulau Ambon,-3.6422972,128.0797053,"Pulau Ambon, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
Pulau Ayer,-5.7630948,106.5831643,"Pulau Ayer, Kepulauan Seribu, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta
Pulau Babi,-2.5679424,107.6258128,"Pulau Babi, Belitung, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Belitung
Pulau Bacan,-0.5840664,127.4918708,"Pulau Bacan, Halmahera Selatan, Maluku Utara, Maluku, 97791, Indonesia",Maluku Utara,Halmahera Selatan
Pulau Bangka,1.7907213,125.1554826,"Pulau Bangka, Lihunu, Minahasa Utara, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Minahasa Utara
Pulau Misool,-1.8671494,130.070519,"Pulau Batanme, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
Pulau Batanta,-0.8377267,130.7068469,"Pulau Batanta, Raja Ampat, Papua Barat Daya, Western New Guinea, 98484, Indonesia",Papua Barat Daya,Raja Ampat
Pulau Besar,-2.883333,106.133333,"Pulau Besar, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Sumatera
Pulau Binongko,-5.9546218,124.0210187,"Pulau Binongko, Waloindi, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Wakatobi
Pulau Buru,-3.4591432,126.6562293,"Pulau Buru, Maluku, Indonesia",Maluku,Maluku
Pulau Katingan,-3.22976,113.3275273,"Pulau Burung, Pegatan Hulu, Katingan, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Katingan
Pulau Cempedak,-2.6328869,110.1204135,"Pulau Cempedak, Kendawangan Kiri, Kendawangan, Ketapang, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Ketapang
Pulau Derawan,2.2841235,118.2435287,"Pulau Derawan, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Gam,-0.4658697,130.6398411,"Pulau Gam, Kabui, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
Pulau Gili Banta,-8.4305606,119.2853381,"Pulau Gili Banta, Bajopulau, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Pulau Halmahera,0.6536435,127.9319556,"Pulau Halmahera, Maluku Utara, Maluku, Indonesia",Maluku Utara,Maluku
Pulau Kakaban,2.1399777,118.5395082,"Pulau Kakaban, Maratua Payung-payung, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Berau,2.1399777,118.5395082,"Pulau Kakaban, Maratua Payung-payung, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Kapoposang,-4.7,118.95,"Pulau Kapoposang, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi
Pulau Karimata,-1.6059608,108.9062009,"Pulau Karimata, Padang, Kepulauan Karimata, Kayong Utara, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kayong Utara
Pulau Kei Kecil,-5.7714884,132.73776,"Pulau Kei Kecil (Nuhu Roa), Maluku Tenggara, Maluku, 97611, Indonesia",Maluku,Maluku Tenggara
Pulau Kelapa,-5.8729463,105.7570682,"Pulau Kelapa, Bakauheni, Lampung Selatan, Lampung, Sumatera, Indonesia",Lampung,Lampung Selatan
Pulau Kemaro,-2.9798369,104.8199048,"Pulau Kemaro, Kalidoni, Palembang, Sumatera Selatan, Sumatera, Indonesia",Sumatera Selatan,Palembang
Pulau Kenawa,-8.4985718,116.832948,"Pulau Kenawa, Sumbawa Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Sumbawa Barat
Pulau Kepayang,-2.5486082,107.6509146,"Pulau Kepayang, Belitung, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Belitung
Pulau Ketawai,-2.2657969,106.32784,"Pulau Ketawai, Bangka Tengah, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Bangka Tengah
Pulau Kodingareng,-5.1490655,119.2648071,"Pulau Kodingarenglompo, Kodingareng, Kepulauan Sangkarrang, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Makassar
Pulau Komodo,-8.5891905,119.4624119,"Pulau Komodo, Kampung Komodo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Pulau Kri,-0.5672263,130.6586583,"Pulau Kri, Yenbuba, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
Pulau Asmat,-5.366667,137.733333,"Pulau Laag, Asmat, Papua Selatan, Western New Guinea, Indonesia",Papua Selatan,Asmat
Pulau Legundi,-5.8142911,105.2929993,"Pulau Legundi, Pesawaran, Lampung, Sumatera, Indonesia",Lampung,Pesawaran
Pulau Lembata,-8.3781443,123.5446266,"Pulau Lembata, Lembata, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Lembata
Pulau Lembeh,1.4684975,125.2589817,"Pulau Lembeh, Bitung, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Bitung
Pulau Lemukutan,0.767172,108.7071975,"Pulau Lemukutan, Sungai Raya Kepulauan, Bengkayang, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Bengkayang
Pulau Lengkuas,-2.5370465,107.6203231,"Pulau Lengkuas, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Sumatera
Pulau Lepar,-2.9632056,106.8089193,"Pulau Lepar, Kumbung, Bangka Selatan, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Bangka Selatan
Pulau Maitara,0.7326818,127.3705295,"Pulau Maitara, Tafamutu, Tidore Kepulauan, Maluku Utara, Maluku, Indonesia",Maluku Utara,Tidore Kepulauan
Pulau Mandioli,-0.7005541,127.2373273,"Pulau Mandioli, Bahu, Halmahera Selatan, Maluku Utara, Maluku, Indonesia",Maluku Utara,Halmahera Selatan
Pulau Maratua,2.2374937,118.5728007,"Pulau Maratua, Maratua Bohesilian, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Lombok Timur,-8.8172619,116.5319344,"Pulau Maringkik, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Pulau Mioswaar,-2.0804969,134.3545977,"Pulau Mioswaar, Yopmeos/yomber, Papua Barat, Western New Guinea, Indonesia",Papua Barat,Western New Guinea
Pulau Morotai,2.3129234,128.4418556,"Pulau Morotai, Maluku Utara, Maluku, Indonesia",Maluku Utara,Pulau Morotai
Pulau Moyo,-8.2668723,117.5553083,"Pulau Moyo, Sebotok, Sumbawa, Nusa Tenggara Barat, Nusa Tenggara, 84351, Indonesia",Nusa Tenggara Barat,
Pulau Onrust,-6.0335295,106.734901,"Pulau Onrust, Kepulauan Seribu, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta
Pulau Padar,-8.6626997,119.5557377,"Pulau Padar, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Pulau Panjang,2.3659907,118.2091481,"Pulau Panjang, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Pantar,-8.3624551,124.1805656,"Pulau Pantar, Alor, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Alor
Pulau Pasaran,-5.4640446,105.2650567,"Pulau Pasaran, Kangkung, Bandar Lampung, Lampung, Sumatera, Indonesia",Lampung,Bandar Lampung
Pahawang Island,-5.6757839,105.2212726,"Pulau Puhawang, Pulau Pahawang, Pesawaran, Lampung, Sumatera, Indonesia",Lampung,Pesawaran
Pulau Pahawang,-5.6757839,105.2212726,"Pulau Puhawang, Pulau Pahawang, Pesawaran, Lampung, Sumatera, Indonesia",Lampung,Pesawaran
Pulau Randayan,0.716667,108.733333,"Pulau Randayan, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kalimantan
Pulau Rinca,-8.7069643,119.6867114,"Pulau Rinca, Kampung Rinca, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Pulau Rote,-10.6870292,123.208435,"Pulau Rote, Rote Ndao, Nusa Tenggara Timur, Nusa Tenggara, 85371, Indonesia",Nusa Tenggara Timur,Rote Ndao
Pulau Sumba,-10.3134659,120.1958373,"Pulau Salura, Desa Prai Salura, Kecamatan Karera, Sumba Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Sumba Timur
Pulau Samalona,-5.1255055,119.3435008,"Pulau Samalona, Wajo, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Makassar
Pulau Samama,2.1358203,118.3288038,"Pulau Samama, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Sangalaki,2.0862854,118.3994784,"Pulau Sangalaki, Berau, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Berau
Pulau Saparua,-3.566667,128.666667,"Pulau Saparua, Saparua, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
Pulau Satonda,-8.1096652,117.7480875,"Pulau Satonda, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Pulau Tidung,3.616667,116.916667,"Pulau Sebidai, Tideng Pale, Tana Tidung, Kalimantan Utara, Kalimantan, Indonesia",Kalimantan Utara,Tana Tidung
Pulau Semau,-10.2268265,123.3710799,"Pulau Semau, Huilelot, Kupang, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Kupang
Pulau Siau,2.7223131,125.3820802,"Pulau Siau, Pehe, Kepulauan Siau Tagulandang Biaro, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Kepulauan Siau Tagulandang Biaro
Pulau Solor,-8.517276,122.9345454,"Pulau Solor, Watobuku, Flores Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Flores Timur
Pulau Tegal,-5.5674104,105.2739979,"Pulau Tegal, Pesawaran, Lampung, Sumatera, Indonesia",Lampung,Pesawaran
Pulau Tempurung,0.716667,108.866667,"Pulau Tempurung, Sungai Raya, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kalimantan
Pulau Ternate,0.8104023,127.3409697,"Pulau Ternate, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate
Pulau Tidore,0.6901198,127.411456,"Pulau Tidore, Tidore Kepulauan, Maluku Utara, Maluku, Indonesia",Maluku Utara,Tidore Kepulauan
Pulau Umang,-6.643015,105.581404,"Pulau Umang, Sumberjaya, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang
Pulau Waigeo,-0.22409,131.0430825,"Pulau Waigeo, Raja Ampat, Papua Barat Daya, Western New Guinea, 98482, Indonesia",Papua Barat Daya,Raja Ampat
Pulau Wayag,0.1777739,130.042052,"Pulau Wayag, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
Gunung Puncak Jaya,-4.0786047,137.1586126,"Puncak Jaya, Mimika, Papua Tengah, Western New Guinea, Indonesia",Papua Tengah,Mimika
Puncak Suroloyo,-7.6475662,110.1813747,"Puncak Suroloyo, *, Samigaluh, Gerbosari, Samigaluh, Kulonprogo, Daerah Istimewa Yogyakarta, Jawa, 56553, Indonesia",Daerah Istimewa Yogyakarta,Kulonprogo
Pura Batu Bolong,-8.5103707,116.0564929,"Pura Batu Bolong, Jalan Raya Meninting, Dusun Duduk, Dusun Batu Layar, Desa Batu Layar Barat, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, 83355, Indonesia",Nusa Tenggara Barat,Lombok Barat
Pura Besakih,-8.3753612,115.4507063,"Pura Besakih, Trail Besakih - Gunung Agung, Kecamatan Rendang, Besakih, Kecamatan Rendang, Karangasem, Bali, Nusa Tenggara, Indonesia",Bali,Karangasem
Goa Lawah,-8.5515251,115.4689715,"Pura Goa Lawah, Jalan Wibisana, Pesinggahan, Klungkung, Bali, Nusa Tenggara, 80711, Indonesia",Bali,Klungkung
Pura Lingsar,-8.5758092,116.1801374,"Pura Lingsar, Jalan Gora 2, Peteluan Indah, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, 83371, Indonesia",Nusa Tenggara Barat,Lombok Barat
Pura Uluwatu,-8.8293694,115.0843428,"Pura Luhur Uluwatu, Jalan Labuan Sait- Pecatu, Uluwatu, Pecatu, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
Pura Mangkunegaran,-7.566167,110.8230626,"Pura Mangkunegaran, Jalan R.M. Said, Ketelan, Surakarta, Jawa Tengah, Jawa, 57131, Indonesia",Jawa Tengah,Surakarta
Pura Meru,-8.5877519,116.1319632,"Pura Meru, Lingk. Klodan, Kel. Cakranegara Timur, Cakranegara Utara, Mataram, Kec. Cakranegara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Mataram
Pura Taman Ayun,-8.5418493,115.1724926,"Pura Taman Ayun, 10, Gang Nuri VI, Gulingan, Badung, Bali, Nusa Tenggara, 80351, Indonesia",Bali,Badung
Taman Ayun,-8.5418493,115.1724926,"Pura Taman Ayun, 10, Gang Nuri VI, Gulingan, Badung, Bali, Nusa Tenggara, 80351, Indonesia",Bali,Badung
Pura Ulun Danu Beratan,-8.2755069,115.16626,"Pura Ulun Danu Beratan, Jalan Perean Tengah, Luwus, Bedugul, Tabanan, Bali, Nusa Tenggara, 81162, Indonesia",Bali,Tabanan
Puri Saren Agung,-8.5067232,115.262707,"Puri Saren Agung, Jalan Raya Ubud, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Ubud Palace,-8.5069503,115.2627374,"Puri Ubud, Jalan Raya Ubud, Kutuh, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Pasar Mamuju,-2.672303,118.8919325,"Pusat Pertokoan Modern Mamuju, Jalan Sultan Hasanuddin, Mamuju, Sulawesi Barat, Sulawesi, 91515, Indonesia",Sulawesi Barat,Mamuju
Pasar Modern Mamuju,-2.672303,118.8919325,"Pusat Pertokoan Modern Mamuju, Jalan Sultan Hasanuddin, Mamuju, Sulawesi Barat, Sulawesi, 91515, Indonesia",Sulawesi Barat,Mamuju
Raja Ampat,-0.7125553,130.3034473,"Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Raja Ampat
Denpasar Mall,-8.669055,115.217715,"Ramayana Department Store Robinson Mall Denpasar, 20, P.B. Sudirman, Dauh Puri Kelod, Denpasar Barat, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80210, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
Gunung Rinjani,-8.4117272,116.4581059,"Rinjani, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Rumah Adat Toraja,-3.0044673,119.9566412,"rumah adat toraja, Jalan Potos Buntao - Sangalla, Buntao Pitung Penanian, Toraja Utara, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Toraja Utara
